id,cluster
589108116,4
106878984,2
624885978,9
168893877,2
259544815,7
667837801,9
635366473,9
431472423,0
952228739,8
821563572,1
210011750,7
363993548,5
199561445,7
884069450,1
488604336,0
479807538,0
673545347,9
40809111,6
426985975,0
138999814,2
497518709,0
284038211,7
609348503,9
725654510,3
298710736,7
978599954,8
477409772,0
982415158,8
521632413,4
363409440,5
47676086,6
766699732,3
35011768,6
150705298,2
431338809,0
62585642,6
617754566,9
731142434,3
143040089,2
690195804,9
517742057,4
731247085,3
733151804,3
346837139,5
31173477,6
452010246,0
775673782,3
627490801,9
183722939,2
779289012,3
113232998,2
539289189,4
812945186,1
815182191,1
956820197,8
366339098,5
779180173,3
440144409,0
862697014,1
544465517,4
388754851,5
585763267,4
972630081,8
582102062,4
522219534,4
931437583,8
370122524,5
862004866,1
176678250,2
308250877,5
718297717,3
350331272,5
27808250,6
704725609,3
666915917,9
862361178,1
394642720,5
940603484,8
703316601,3
491921246,0
970292234,8
263971219,7
850632610,1
392767586,5
460959034,0
345241270,5
411195005,0
181277818,2
496567507,0
192301526,2
51540075,6
452945290,0
169611840,2
154227996,2
82392890,6
169237646,2
471439276,0
622347744,9
178568710,2
107657029,2
308082667,5
183964555,2
468991928,0
120010341,2
809113502,1
535150923,4
922038331,8
697167904,9
824737503,1
687063134,9
566656491,4
223485547,7
423645985,0
194789175,2
579776602,4
881137475,1
563995362,4
556692260,4
477783333,0
589713641,4
841253258,1
879840959,1
642622986,9
581284001,4
915717958,8
166718828,2
356515555,5
641774505,9
505644771,4
263875037,7
299021648,7
953360983,8
27272845,6
801862951,3
497091683,0
127791296,2
359895943,5
872704874,1
149931047,2
358998596,5
936866865,8
2013209,6
896942805,1
472745268,0
656303381,9
290876285,7
5073337,6
130616256,2
628865487,9
722259434,3
503417920,0
393755108,5
365424119,5
347102115,5
790735912,3
498452311,0
516090352,4
521331895,4
53714688,6
188556784,2
141406227,2
746101292,3
181622350,2
808292002,1
880647442,1
843556591,1
246770233,7
52817086,6
526831477,4
588339986,4
102609619,2
999597957,8
875801279,1
764523334,3
24055134,6
89295324,6
412976997,0
253929189,7
53618609,6
851938674,1
643945616,9
988847533,8
761841694,3
818632471,1
524864039,4
235271327,7
419119728,0
189552429,2
825718067,1
947297509,8
981197648,8
903234473,8
280970596,7
610397760,9
920232186,8
264049441,7
136415429,2
258092674,7
620387726,9
814214697,1
395960404,5
347459973,5
335702329,5
225292714,7
436949979,0
475835474,0
261277484,7
768007587,3
636085314,9
58380529,6
975463117,8
210468900,7
399191693,5
601928164,4
589363898,4
263122,6
976779940,8
41828082,6
49381732,6
426687777,0
876128995,1
234770223,7
320674187,5
315481928,5
427092031,0
915654384,8
955760201,8
511513021,4
662271984,9
731238811,3
739697937,3
167893175,2
246820070,7
762671306,3
92879066,6
915237118,8
995538325,8
666070099,9
47279823,6
950002250,8
515212659,4
853661757,1
116129287,2
245796984,7
495288790,0
664802278,9
931528459,8
292443664,7
187721187,2
823726132,1
271933447,7
992294429,8
968651680,8
447180109,0
638281587,9
715497540,3
204191444,7
203856237,7
923877248,8
75886255,6
331741455,5
624726437,9
350459928,5
158489654,2
830729313,1
77277940,6
339008411,5
401934690,5
584066067,4
220975453,7
221202795,7
815027747,1
357411700,5
265548104,7
462979468,0
215337566,7
48089681,6
857469633,1
880149002,1
558661079,4
438851354,0
302073791,5
793988002,3
315050863,5
716719822,3
504517389,0
481819790,0
222044114,7
685315689,9
310464385,5
264380029,7
58100538,6
606292638,9
506490500,4
484816255,0
557341,6
220183880,7
92990989,6
133774164,2
846426656,1
528589436,4
35474228,6
144308213,2
156800668,2
255268246,7
482778420,0
898107692,1
418371908,0
154587695,2
739550445,3
457411981,0
873445906,1
608495470,9
68206166,6
178822142,2
109050407,2
906672788,8
278719640,7
309087568,5
938275014,8
809704961,1
821059035,1
234675735,7
539384825,4
837053563,1
699362781,9
875049008,1
62826468,6
566411210,4
244177546,7
847463935,1
732230698,3
367062104,5
67636735,6
504421424,0
3200255,6
947819882,8
648825554,9
834025091,1
498857057,0
532154303,4
375602057,5
67585836,6
750828788,3
749276456,3
859637454,1
693986404,9
30260654,6
745142068,3
380614797,5
306052525,5
91762952,6
385308718,5
318311608,5
199278699,7
486028284,0
519331701,4
144311558,2
934700786,8
396148850,5
46591717,6
969386796,8
629273369,9
216834038,7
302307523,5
323419557,5
354141472,5
196490325,2
702547654,3
779776960,3
517562520,4
228794787,7
989386344,8
94460603,6
6862147,6
102841393,2
973637669,8
301373605,7
134803219,2
559100962,4
578569519,4
435094076,0
924306473,8
578076249,4
637631002,9
414004194,0
772834045,3
554475445,4
484615397,0
580269577,4
362521849,5
431382652,0
141466518,2
95628126,6
793240573,3
9214261,6
506092696,4
102498188,2
733438211,3
805192582,1
821256296,1
539374413,4
535858215,4
385481322,5
943824633,8
894194694,1
952036233,8
926244962,8
180869003,2
851630322,1
124798136,2
619796365,9
575427854,4
319152351,5
235810214,7
210411075,7
911975749,8
599777913,4
745574044,3
487994012,0
79545477,6
971520312,8
221010728,7
41698455,6
81313937,6
554476897,4
290128999,7
444703234,0
233350585,7
185851465,2
344178786,5
298946149,7
216254695,7
80791352,6
302380453,5
148321645,2
548899789,4
763460949,3
338828401,5
947352378,8
344745710,5
397275479,5
494090462,0
290015502,7
86056014,6
236425347,7
540614760,4
7671852,6
480929242,0
795169803,3
490189781,0
334686172,5
301188313,7
984693311,8
611474779,9
640010380,9
973761065,8
263061446,7
815351572,1
955694339,8
684790039,9
811207843,1
549920967,4
281389820,7
537310614,4
843949269,1
44284777,6
413445982,0
251000579,7
898019479,1
258662377,7
84368609,6
849822360,1
536030737,4
491733120,0
31637994,6
173341175,2
149181525,2
129200544,2
421730739,0
919862849,8
702637759,3
201733171,7
533725109,4
913480221,8
234389969,7
377238544,5
209162229,7
963682252,8
526783875,4
191970795,2
330307161,5
114925434,2
858432653,1
435465332,0
6466526,6
815709109,1
716181826,3
256882315,7
220537769,7
946918616,8
830317927,1
632640737,9
423223828,0
914508790,8
289224243,7
264135886,7
427047506,0
490841376,0
846854657,1
410342223,0
259267810,7
965582420,8
50373902,6
574863182,4
842027145,1
190294459,2
440746003,0
498211259,0
389671127,5
580472742,4
162290731,2
757341809,3
797323546,3
291848899,7
243355290,7
622105691,9
200762323,7
785080016,3
303664806,5
641461164,9
328995763,5
275869007,7
527501204,4
164716331,2
284787564,7
327969722,5
387722026,5
827409043,1
875777271,1
758504439,3
173817283,2
742662405,3
491283584,0
184317439,2
167582846,2
41060204,6
898748968,1
500180144,0
921014413,8
910679369,8
186221641,2
162419131,2
878805275,1
108763139,2
693324436,9
760539117,3
867015310,1
944133157,8
496816033,0
224187763,7
379316258,5
848266033,1
794550906,3
528761110,4
80336476,6
477386534,0
179890962,2
243969784,7
31870522,6
196926067,2
67824454,6
145293178,2
144457944,2
338407295,5
721361525,3
113270874,2
634900043,9
626588434,9
399395992,5
604014965,9
361343101,5
802055009,3
466875282,0
864170801,1
776271751,3
794317041,3
523024121,4
528958421,4
705438974,3
663083412,9
188421502,2
663012817,9
608554157,9
346229687,5
350149397,5
593576650,4
470806212,0
560755852,4
139596646,2
863149190,1
421298888,0
450089864,0
441385503,0
128742628,2
508892645,4
699597405,9
69768239,6
423363014,0
911271039,8
922747738,8
880872654,1
31395969,6
123179420,2
235134730,7
726724239,3
811119570,1
477517357,0
868493646,1
123579633,2
427456074,0
191533442,2
772971972,3
223447126,7
485099925,0
625102844,9
954717610,8
340742396,5
907787064,8
561907245,4
542317708,4
659894857,9
106154666,2
638753203,9
991844526,8
14520246,6
667211030,9
535271556,4
506602093,4
220883738,7
804617300,1
964101171,8
547702016,4
113469242,2
404059660,5
725737514,3
317058282,5
711542914,3
865650970,1
904916120,8
814543503,1
707522771,3
410753115,0
34739199,6
11803556,6
392334957,5
335807617,5
424320385,0
727461421,3
372500382,5
883544238,1
861130039,1
81498869,6
351090503,5
17884150,6
835720361,1
297808929,7
774788147,3
710957395,3
406857302,0
499182005,0
108388853,2
6579594,6
726748147,3
329484418,5
954554785,8
903336954,8
536478146,4
38254060,6
294631470,7
965186367,8
243199255,7
492874383,0
929267569,8
977024128,8
402993277,5
353633397,5
145351320,2
951179223,8
856473988,1
25974762,6
924205437,8
570542969,4
531405687,4
228389326,7
615135573,9
86152078,6
28179573,6
538046894,4
234032504,7
105516274,2
720776423,3
716765035,3
674035526,9
524422314,4
523545136,4
696682087,9
40628037,6
502501655,0
811092778,1
786179790,3
13480845,6
621080348,9
947553606,8
858495339,1
844427141,1
405640818,0
443717439,0
772899531,3
274656596,7
28629714,6
514353922,4
310970615,5
445219975,0
956487204,8
616634440,9
753365858,3
636379940,9
539582363,4
318739687,5
682944769,9
413204562,0
274520162,7
436823634,0
8537608,6
47592828,6
994292273,8
501760966,0
84380579,6
32528108,6
285914949,7
745083228,3
572439301,4
24677492,6
622150303,9
690275105,9
232865949,7
302874382,5
154736412,2
810106971,1
810323677,1
46524029,6
363985392,5
988201775,8
896968678,1
995434025,8
486782296,0
556172113,4
659136124,9
586980184,4
575232661,4
203205987,7
405673572,0
64743817,6
987668401,8
831109376,1
114070720,2
467220614,0
599572660,4
100706939,2
777208641,3
251115425,7
910706188,8
189733490,2
306993680,5
540246302,4
161860260,2
159883170,2
25422172,6
857168888,1
99946790,2
922281139,8
59519620,6
770200690,3
87475685,6
183766137,2
54363798,6
591209097,4
16139206,6
932228837,8
10194142,6
155643997,2
68430274,6
77123262,6
435325608,0
679020760,9
967385791,8
360644822,5
227560623,7
718966608,3
345410061,5
794824022,3
582036366,4
73916473,6
27059460,6
30518513,6
245274011,7
147817817,2
812046071,1
874226168,1
985666871,8
899488186,1
382708447,5
104319156,2
918071615,8
451423643,0
829336089,1
497250138,0
712899200,3
491835097,0
166556590,2
60193847,6
903359415,8
431644762,0
336998952,5
257522040,7
42725260,6
88756000,6
180604098,2
782285157,3
158062286,2
302030430,5
141701261,2
50132246,6
847308399,1
393252283,5
854441278,1
287698752,7
316470520,5
380458363,5
894304978,1
752008312,3
4485778,6
221846362,7
204731121,7
930404194,8
767560504,3
509146315,4
376413963,5
7335932,6
672380587,9
972962931,8
100391621,2
221620469,7
953630238,8
801184832,3
284720383,7
620065123,9
913235689,8
776636760,3
198185469,7
909740027,8
128519358,2
313898002,5
381156703,5
246701249,7
390152700,5
754326646,3
87404395,6
227687318,7
267483565,7
447250612,0
804865964,1
488896504,0
600912659,4
593594585,4
230943909,7
622871873,9
762494560,3
629615484,9
954344727,8
724773142,3
91309027,6
987038774,8
914576237,8
67214719,6
2073401,6
150690696,2
420992177,0
509265965,4
74474730,6
310274623,5
597123340,4
775803310,3
763340955,3
151499078,2
623122844,9
383062038,5
466180062,0
210830374,7
503576634,0
355071769,5
2380120,6
804235069,1
160558650,2
378871927,5
172268069,2
65843274,6
222163633,7
108964687,2
427696603,0
270680901,7
90423141,6
638334722,9
383632403,5
780482937,3
230383709,7
767970057,3
650002238,9
242938513,7
74642127,6
156121020,2
796444609,3
390651568,5
953320930,8
867198885,1
242092062,7
101716504,2
885865427,1
271141515,7
463590866,0
704888470,3
8613304,6
472980584,0
762024489,3
774406383,3
797045846,3
672392275,9
51769465,6
637622716,9
42604556,6
800713395,3
843081570,1
601150762,4
522422341,4
212331566,7
993736993,8
343633589,5
345685034,5
437258204,0
882978524,1
100041751,2
181443781,2
512211099,4
471295103,0
961637181,8
613423269,9
363182487,5
639508454,9
309396361,5
731329273,3
122900903,2
472985410,0
141392766,2
608007165,9
566377841,4
594068110,4
461076787,0
151307585,2
46476117,6
35546960,6
790782005,3
964433781,8
234506002,7
95842057,6
768634359,3
834456251,1
81309880,6
862172743,1
791737506,3
50176970,6
836058648,1
87949808,6
277842532,7
184939732,2
525789433,4
7273711,6
555784147,4
599412518,4
379629116,5
799542403,3
344032880,5
647813967,9
104631362,2
655482902,9
312034084,5
173968135,2
478885333,0
656746918,9
912490557,8
710672715,3
61833664,6
649022595,9
560387654,4
991802851,8
921759768,8
240070527,7
86496646,6
116333958,2
71058727,6
306638085,5
419027006,0
109306840,2
893843467,1
155887963,2
571113847,4
766408613,3
368623453,5
459025940,0
410389231,0
854927541,1
989017325,8
258501567,7
12959439,6
161090757,2
631524751,9
496415105,0
836737576,1
193636601,2
49360892,6
434154730,0
398726312,5
43346007,6
121347863,2
746098037,3
299527200,7
989909873,8
363276346,5
582204992,4
949869982,8
873035008,1
567120447,4
928360539,8
870887853,1
23812209,6
741085705,3
49952714,6
343472843,5
730271054,3
43764813,6
848421172,1
277391884,7
502698999,0
180073093,2
447468529,0
810590401,1
602773316,4
504985341,0
662498670,9
485370500,0
910452781,8
264325675,7
355054768,5
797117334,3
992673055,8
725455791,3
767979644,3
581311855,4
166297140,2
48475333,6
905117193,8
357959590,5
882411235,1
342017383,5
392195997,5
41423275,6
736928849,3
7389721,6
787028548,3
49174656,6
975228438,8
680258986,9
809216790,1
469012266,0
71683736,6
850625654,1
231580705,7
372378998,5
818822059,1
679829967,9
497354405,0
348919530,5
444149644,0
909009401,8
137363100,2
463074182,0
693493350,9
654633401,9
734174623,3
529192846,4
467751767,0
64278410,6
822497194,1
254688580,7
820781452,1
783945290,3
694971452,9
935005674,8
536949253,4
998697833,8
930013381,8
632619572,9
120998990,2
377093118,5
496479619,0
846235237,1
535671644,4
274590735,7
621727477,9
381044740,5
402517553,5
483647739,0
423187810,0
638023085,9
838674990,1
933720927,8
330681209,5
909973926,8
62750647,6
174029411,2
483884479,0
16587402,6
472518574,0
504466022,0
656837482,9
432800533,0
879142067,1
552774390,4
323812884,5
675856727,9
211492719,7
788002989,3
500113211,0
902656716,8
796051851,3
547198961,4
700644269,9
613844844,9
186182232,2
72828332,6
835639761,1
519265202,4
119011819,2
333211162,5
15837045,6
343578789,5
942189353,8
220622489,7
149439129,2
608757534,9
925117912,8
261173884,7
797022652,3
306670176,5
62681131,6
882976884,1
931274499,8
876967891,1
702228026,9
863424872,1
847137496,1
551309019,4
500050528,0
485203971,0
215199865,7
292283835,7
226628787,7
11734126,6
357102073,5
747336773,3
739327170,3
898974024,1
548954571,4
635870714,9
947072695,8
776104829,3
374754036,5
159699908,2
771655392,3
159600601,2
642964420,9
816402214,1
961279004,8
595909642,4
458281162,0
862716309,1
808282701,1
668479477,9
91000075,6
502361394,0
369554036,5
211493919,7
56232482,6
508135252,4
629357063,9
279534289,7
163662050,2
92915094,6
243225726,7
495210385,0
730169553,3
714940231,3
535400617,4
656178796,9
780002131,3
13145183,6
821731163,1
195444497,2
392732660,5
102910748,2
899558585,1
645693704,9
82559822,6
72455108,6
984369251,8
41489525,6
391324045,5
325649471,5
686730876,9
374645261,5
799924051,3
698045127,9
522296492,4
155718089,2
607345909,9
410141629,0
608776214,9
836119301,1
951065048,8
859012070,1
148211171,2
651817813,9
861370822,1
455057151,0
631082817,9
390446721,5
643107260,9
298779513,7
338678592,5
143854674,2
625460637,9
427961329,0
198773819,7
685521781,9
889665773,1
973026937,8
578956696,4
529662415,4
899044345,1
243364375,7
926814335,8
91306383,6
386112595,5
957827905,8
912025757,8
685471537,9
715168238,3
919655914,8
473530683,0
899131555,1
251323286,7
753259963,3
304916208,5
823756559,1
144955783,2
730135749,3
460501263,0
54060929,6
128067311,2
721179547,3
443383125,0
307549223,5
337542614,5
553849401,4
233172081,7
340464967,5
530708019,4
591013327,4
607086852,9
470567618,0
544140939,4
593678140,4
174096819,2
931127851,8
405285195,0
866309792,1
532088317,4
723593498,3
915431844,8
101341502,2
703006956,3
362928736,5
539617705,4
916009042,8
786060544,3
920580714,8
22988359,6
916888104,8
626249780,9
598073679,4
414252981,0
575024875,4
322600998,5
235692127,7
75823687,6
736110906,3
435917154,0
106287381,2
518615189,4
264282421,7
123224527,2
333809395,5
954066041,8
329023455,5
212171500,7
601284554,4
904654644,8
29693172,6
135655263,2
814889811,1
595125201,4
108286718,2
242781916,7
851356873,1
391401859,5
687485013,9
171177421,2
733772725,3
62654237,6
900518183,1
680678039,9
962965664,8
945479316,8
237675183,7
380205422,5
109871208,2
678310923,9
921090175,8
421104189,0
443485250,0
495295101,0
751957278,3
258296962,7
138326117,2
724209457,3
718575580,3
963290569,8
213087555,7
945852689,8
744065808,3
653134040,9
979597187,8
735433373,3
127111689,2
231588517,7
134194911,2
604582967,9
611864062,9
368039123,5
749941373,3
207558927,7
73046892,6
201350338,7
837105516,1
173901439,2
343540546,5
630056367,9
630304796,9
643796412,9
632250077,9
589095215,4
887421536,1
606686138,9
252187797,7
989398281,8
411059329,0
881917187,1
896078604,1
286146936,7
982103292,8
483575041,0
57843619,6
826090296,1
982770820,8
841615125,1
507146858,4
241288679,7
231133855,7
996985409,8
5537968,6
643078570,9
459097299,0
189690576,2
968739391,8
606682163,9
285768184,7
492171389,0
920313283,8
838790191,1
811804593,1
350211111,5
68925418,6
876197761,1
749317501,3
438184143,0
876119112,1
672531968,9
16191328,6
382266454,5
287222800,7
509498809,4
209205749,7
820542494,1
507231396,4
686742296,9
51761241,6
404138573,5
565428638,4
272469319,7
17205183,6
529696751,4
416595213,0
330181551,5
403295653,5
288630123,7
465207611,0
15698095,6
313978589,5
752601864,3
978168795,8
600813498,4
152077471,2
951392205,8
435003842,0
664488852,9
129774244,2
997172829,8
384308634,5
773322904,3
736926658,3
957069115,8
836451793,1
936907578,8
627566001,9
417945859,0
783019115,3
369493954,5
203439138,7
636705318,9
985770218,8
629296070,9
857717563,1
765281092,3
706676472,3
515182933,4
225593424,7
9405060,6
957337779,8
916377083,8
381985133,5
13062757,6
899788228,1
977665915,8
742812937,3
320083539,5
790209338,3
395949914,5
272747071,7
673405982,9
456606447,0
526251433,4
786208425,3
150010525,2
821474724,1
707378725,3
776270569,3
268766886,7
266299086,7
700150331,9
403954252,5
52678671,6
60577992,6
182697399,2
376505345,5
616812748,9
896483647,1
780256699,3
606639479,9
661247428,9
30687519,6
930866700,8
698856806,9
433928293,0
461999730,0
846447378,1
925620635,8
874558154,1
409711527,0
202544923,7
155877638,2
882311795,1
967428943,8
621414769,9
763017815,3
542908968,4
638601809,9
941381087,8
683713551,9
418795508,0
834259013,1
933750684,8
564092279,4
334331077,5
137748406,2
554461157,4
449142067,0
453509664,0
388220587,5
205819440,7
7189390,6
118651446,2
794513245,3
434839131,0
847996553,1
122589384,2
679482198,9
341758380,5
855679160,1
607364288,9
137000030,2
897416152,1
202791839,7
854196176,1
695816461,9
177492485,2
466170317,0
886574823,1
612720906,9
337427261,5
532070705,4
883331160,1
455677739,0
653411146,9
683091261,9
499769861,0
574319473,4
438513696,0
470018384,0
766497809,3
47316328,6
461011620,0
355119664,5
449978848,0
481585591,0
369416190,5
909209775,8
167879165,2
866808901,1
340583440,5
610618150,9
780019503,3
239466940,7
767238085,3
447450624,0
658522487,9
99965901,2
121158757,2
593014089,4
857948200,1
809199995,1
746742745,3
609984481,9
242471809,7
487449958,0
135261212,2
999455591,8
714530740,3
463119777,0
244768091,7
75431554,6
467045581,0
403962386,5
451673232,0
298829310,7
781667583,3
639913846,9
469442494,0
613457449,9
122975355,2
412246669,0
667827655,9
613461224,9
656678733,9
969765880,8
847327645,1
797243108,3
675271383,9
202224527,7
775055208,3
27407869,6
365526183,5
753139693,3
968935937,8
771070312,3
947468577,8
440228688,0
868897026,1
459997688,0
358329318,5
789703938,3
484484268,0
311450876,5
284519290,7
941903128,8
188392513,2
799231476,3
616888554,9
545809226,4
783350902,3
902944987,8
213118061,7
238493588,7
919534245,8
986951355,8
843785795,1
254834118,7
805112770,1
845387789,1
276192618,7
895026210,1
220099706,7
747247021,3
343140239,5
716005623,3
676884513,9
476417292,0
771899579,3
29426866,6
487266776,0
249809952,7
794253798,3
949984370,8
601854518,4
239125896,7
529964903,4
474138536,0
801952242,3
43851241,6
145219173,2
674848583,9
519523050,4
858334789,1
666914225,9
6953736,6
360085765,5
890774625,1
836925818,1
272729370,7
356864672,5
779516262,3
423459674,0
518611501,4
542473702,4
414344073,0
209396388,7
201424064,7
928872374,8
338409504,5
62885169,6
89683022,6
332670994,5
347676762,5
531885044,4
300006108,7
201772685,7
597886349,4
281098554,7
512276840,4
297648463,7
839994081,1
194794229,2
441892905,0
237915240,7
466900319,0
928250072,8
889529571,1
160069327,2
942928786,8
767785891,3
52051733,6
891061238,1
512805174,4
311668553,5
264156636,7
485305749,0
165172640,2
536539330,4
234005697,7
7152710,6
380738885,5
599552392,4
943641377,8
556050611,4
184554801,2
540447213,4
449803524,0
774203454,3
309422755,5
293571713,7
654799174,9
813780126,1
431332822,0
72716714,6
89763079,6
6602347,6
303811435,5
220805392,7
318210838,5
911676629,8
727618118,3
454484746,0
250197017,7
91650418,6
167030956,2
61672196,6
206605355,7
86641671,6
915203767,8
843671581,1
644175677,9
954037602,8
74224614,6
935805785,8
528262610,4
629618233,9
186459690,2
267807937,7
968236884,8
965335697,8
420211917,0
905293616,8
761704999,3
184273152,2
983253748,8
632977298,9
338565090,5
209840156,7
939753620,8
904574700,8
295757377,7
975121644,8
574531046,4
424150986,0
797788345,3
922368028,8
439286501,0
115855651,2
528368578,4
171906716,2
904498627,8
780528280,3
311316849,5
882408029,1
650040683,9
249514653,7
169889919,2
977320837,8
558826065,4
780192790,3
567516208,4
447404019,0
299019811,7
23480221,6
720960521,3
133928294,2
167654508,2
701910978,9
785744987,3
680920820,9
530623949,4
994479918,8
546643516,4
514250653,4
582176799,4
517448627,4
646851752,9
816513725,1
165733563,2
941620003,8
164066442,2
733901090,3
781823696,3
860883107,1
80727563,6
506869359,4
222552166,7
200782468,7
631746375,9
851646237,1
38449288,6
294546209,7
656821193,9
562068566,4
11957253,6
945695632,8
747077818,3
812121424,1
575825292,4
71744721,6
298415457,7
318780512,5
21911572,6
28725874,6
952227013,8
286982435,7
795081646,3
693316283,9
969385951,8
690299449,9
959898535,8
564391948,4
237306487,7
425044320,0
269779461,7
438901335,0
690963583,9
620732509,9
425179329,0
206563176,7
67387855,6
75855381,6
269018485,7
819975124,1
348024001,5
647618832,9
995544602,8
829143631,1
178191959,2
580540011,4
31144271,6
114267179,2
354791081,5
724163416,3
632224167,9
918795134,8
274041967,7
779093047,3
276798276,7
462825383,0
802761568,1
353815229,5
651754610,9
69079245,6
132658752,2
962117093,8
391622802,5
59848170,6
195802970,2
749055060,3
106200130,2
989062365,8
613446058,9
527647516,4
97245427,6
484609812,0
576372502,4
828351355,1
628861095,9
622309081,9
746036480,3
820738965,1
747358007,3
785030729,3
389624724,5
322177089,5
266676509,7
965602931,8
698742904,9
8689386,6
151588401,2
180850724,2
680021506,9
791975579,3
157525120,2
976047649,8
305746377,5
645678050,9
272089026,7
358852155,5
753408074,3
52526970,6
136307704,2
762254904,3
763077003,3
69933542,6
850725573,1
340291179,5
60453631,6
651807548,9
608376763,9
914655832,8
597999573,4
910461825,8
926884801,8
586997238,4
465651902,0
27999048,6
692245428,9
519966184,4
264265946,7
323135880,5
562617666,4
125921406,2
697942334,9
948327780,8
462528582,0
198582438,7
368750174,5
779338653,3
564695799,4
39894295,6
93067688,6
218085094,7
206028564,7
344490259,5
798957721,3
455483578,0
129367125,2
438508066,0
730034767,3
482468819,0
397618954,5
423299636,0
171542948,2
925970720,8
783513690,3
874005681,1
634931584,9
269521189,7
234269631,7
603527894,9
665545045,9
141207847,2
235797933,7
177838572,2
50988772,6
459397349,0
183467649,2
99625943,2
446203575,0
250929838,7
724488452,3
388932157,5
436580372,0
31026728,6
295673576,7
367874147,5
148294027,2
197827269,2
549602546,4
582642612,4
785636849,3
499444457,0
570424457,4
74842273,6
647251968,9
180706136,2
502912372,0
888060620,1
273984886,7
789479517,3
360699760,5
376919222,5
808079320,1
48612614,6
941821529,8
910345031,8
24302149,6
889199176,1
276916870,7
695345966,9
675536994,9
185303478,2
174342049,2
250719458,7
463486062,0
744621338,3
78874554,6
896877114,1
111945663,2
754449657,3
786500208,3
539576290,4
894250676,1
78336033,6
779646170,3
764358693,3
299588392,7
375434136,5
228376249,7
409287911,0
140505826,2
302913156,5
61195603,6
601390844,4
928182925,8
530399005,4
291087541,7
923117200,8
649417900,9
92276845,6
917858661,8
266861784,7
804349369,1
525180905,4
462864863,0
939152303,8
174168852,2
509374621,4
633888674,9
26330723,6
500791107,0
954353438,8
961336697,8
93525219,6
66489810,6
915363115,8
615304300,9
322639216,5
790201850,3
964777451,8
123592498,2
395601945,5
650878548,9
351118492,5
982416309,8
414133532,0
73243676,6
264644348,7
814103147,1
419371021,0
766475660,3
529417226,4
284677945,7
693862200,9
374636671,5
196595670,2
414844674,0
239398293,7
377528038,5
175067047,2
221018172,7
506201016,4
970998504,8
54844945,6
139988417,2
996134460,8
521605340,4
244424113,7
149356220,2
208194907,7
748048994,3
660680834,9
263334454,7
371730177,5
24280840,6
499814880,0
279003802,7
763354133,3
289029716,7
535531769,4
254150084,7
78734438,6
540457169,4
643025362,9
247699861,7
8878140,6
360309440,5
508432681,4
558069136,4
341670585,5
338822532,5
359625199,5
142496349,2
169980574,2
257021948,7
734642609,3
911053321,8
868790627,1
547503410,4
973749114,8
111370534,2
203810121,7
390513320,5
634640849,9
718528553,3
756423628,3
765088388,3
145249165,2
727988299,3
285491714,7
312915915,5
344898432,5
558949647,4
528053855,4
822456107,1
951154695,8
627430116,9
380591435,5
204725843,7
429562072,0
17950236,6
996008590,8
75452655,6
143507525,2
529899879,4
55758470,6
341517235,5
341987576,5
927951723,8
558806238,4
572482184,4
894981851,1
265899417,7
844945134,1
163010677,2
407157921,0
488097057,0
958679616,8
936205025,8
546866683,4
143933874,2
247675043,7
983057663,8
267485534,7
969779774,8
611660303,9
711515583,3
857181516,1
997122217,8
986124607,8
616615277,9
39269357,6
217152238,7
105094948,2
406478295,0
758463717,3
587117632,4
591175611,4
596136486,4
37569376,6
946391943,8
935701613,8
937755403,8
923465770,8
517290190,4
354159968,5
673524074,9
303563923,5
83431204,6
651425978,9
646266766,9
198804545,7
182735796,2
609356472,9
678820097,9
587190075,4
164607078,2
372499126,5
19948943,6
847891966,1
341685270,5
909967559,8
644244915,9
323088981,5
69150880,6
543795560,4
8381999,6
667024448,9
962365511,8
189266584,2
947387247,8
299886993,7
59428979,6
331697486,5
872740372,1
374142558,5
139698991,2
83100215,6
138565641,2
712118096,3
472418411,0
99721538,2
713162228,3
186879808,2
769051307,3
555837678,4
443353429,0
153884966,2
789823007,3
83544847,6
124309441,2
29979621,6
304505928,5
864645280,1
523832327,4
421652628,0
762601570,3
908096283,8
440267939,0
414213030,0
717355054,3
483135625,0
256663527,7
905660019,8
454882139,0
460942656,0
961512264,8
910146709,8
474848622,0
853641569,1
500507759,0
677348430,9
170880374,2
301429386,5
320892117,5
396158547,5
552610142,4
721518512,3
562457704,4
563755631,4
274264214,7
682861516,9
8286634,6
449222293,0
302204225,5
439049167,0
182355426,2
440895565,0
514321305,4
521762286,4
55603549,6
278183740,7
242793295,7
549422400,4
45193108,6
413799961,0
121069513,2
208348888,7
707223395,3
290490226,7
797500889,3
651115998,9
853898338,1
133786231,2
386240715,5
529551566,4
151325963,2
37006136,6
246822403,7
842603877,1
729278489,3
946498459,8
117296185,2
942740061,8
16182890,6
181810248,2
251731023,7
575701097,4
555782860,4
344010548,5
224808576,7
207488120,7
289064438,7
4684114,6
792879969,3
296450127,7
448033205,0
718814121,3
979137105,8
519178806,4
843716383,1
444254216,0
889832044,1
174342059,2
919000224,8
222477683,7
729889310,3
424265861,0
645973737,9
850188000,1
951494141,8
580466660,4
130211075,2
782421679,3
568634698,4
465029079,0
976777685,8
654551711,9
159181263,2
369753042,5
540938382,4
111553710,2
400668570,5
513573416,4
135172626,2
383595993,5
173764686,2
625000381,9
290796356,7
747404937,3
170535036,2
650716327,9
211441523,7
355580639,5
653547318,9
931490831,8
845761952,1
690986142,9
631334919,9
191398524,2
542927283,4
